word,to_drop,vulgar_gen,violence,insult_gen,insult_polit,insult_sport,disgust,hate_feelings,homophobia,ethrel_discr,sexism,bodyshame,disability
servilismo,1,,,,,,,,,,,,
servil*,1,,,,,,,,,,,,
servizi sessuali,1,,,,,,,,,,,,
sesso anale,1,,,,,,,,,,,,
sessuali commerciali,1,,,,,,,,,,,,
sessualità  maschile,1,,,,,,,,,,,,
sfaccendato,1,,,,,,,,,,,,
sfaccendat*,1,,,,,,,,,,,,
sfancul*,,1,,,,,,,,,,,
sfigato,1,,,,,,,,,,,,
sfigat*,,,,1,,,,,,,,,
sfottere,1,,,,,,,,,,,,
sfottò,1,,,,,,,,,,,,
sfott*,1,,,,,,,,,,,,
sgorbio,,,,,,,,,,,,1,
sgualdrina,1,,,,,,,,,,,,
sgualdrinetta,1,,,,,,,,,,,,
sgualdrin*,,,,,,,,,,,1,,
slandra,,,,,,,,,,,1,,
sifilitic*,,,,1,,,,,,,,,
sifili*,1,,,,,,,,,,,,
simulatore,,,,,,1,,,,,,,
smargiasso,1,,,,,,,,,,,,
smargiass*,1,,,,,,,,,,,,
sodomia,1,,,,,,,,,,,,
sodomita,1,,,,,,,,,,,,
sodomizzato,1,,,,,,,,,,,,
sodomizzazione,1,,,,,,,,,,,,
sodomi*,,,,,,,,,1,,,,
somari,,,,1,,,,,,,,,
somaro,,,,1,,,,,,,,,
sorca,,1,,,,,,,,,,,
sordido,1,,,,,,,,,,,,
sordid*,1,,,,,,,,,,,,
sozzo,1,,,,,,,,,,,,
sozzi,1,,,,,,,,,,,,
sozzona,1,,,,,,,,,,,,
sozzon*,1,,,,,,,,,,,,
sozzume,1,,,,,,,,,,,,
sozzura,1,,,,,,,,,,,,
spaccone,1,,,,,,,,,,,,
spaccon*,1,,,,,,,,,,,,
spampanare,1,,,,,,,,,,,,
sperma,,1,,,,,,,,,,,
spia,,,,1,,,,,,,,,
spiare,1,,,,,,,,,,,,
spifferone,,,,1,,,,,,,,,
spilorcio,1,,,,,,,,,,,,
spilorc*,,,,1,,,,,,,,,
spione,,,,1,,,,,,,,,
spocchia,1,,,,,,,,,,,,
spocchios*,,,,1,,,,,,,,,
sporcacciona,1,,,,,,,,,,,,
sporcaccione,1,,,,,,,,,,,,
sporcaccion*,,,,1,,,,,,,,,
sporchi,,,,1,,,,,,,,,
sporche,,,,1,,,,,,,,,
sporcizia,1,,,,,,,,,,,,
sporco,1,,,,,,,,,,,,
sporc*,1,,,,,,,,,,,,
spregevole,1,,,,,,,,,,,,
spregevol*,,,,1,,,,,,,,,
sprovveduto,1,,,,,,,,,,,,
squallido,1,,,,,,,,,,,,
squall*,,,,1,,,,,,,,,
squillo,,,,,,,,,,,1,,
sticchio,,,,,,,,,,,1,,
stolto,1,,,,,,,,,,,,
stolt*,,,,1,,,,,,,,,
stomac*,,,,,,,1,,,,,,
storpio,,,,,,,,,,,,,1
storpia,,,,,,,,,,,,,1
storpi,,,,,,,,,,,,,1
storpie,,,,,,,,,,,,,1
stortignaccolo,1,,,,,,,,,,,,
straccione,1,,,,,,,,,,,,
straccion*,,,,1,,,,,,,,,
strega,,,,,,,,,,,1,,
streghe,,,,,,,,,,,1,,
stronza,,,,1,,,,,,,,,
stronze,,,,1,,,,,,,,,
stronzat*,,1,,,,,,,,,,,
stronzo,,,,1,,,,,,,,,
stronzi,,,,1,,,,,,,,,
stupido,1,,,,,,,,,,,,
stupid*,1,,,,,,,,,,,,
stupratore,1,,,,,,,,,,,,
stupr*,,,1,,,,,,,,,,
subdolo,1,,,,,,,,,,,,
subnormale,1,,,,,,,,,,,,
subnormal*,,,,,,,,,,,,,1
sudicio,1,,,,,,,,,,,,
sudicione,1,,,,,,,,,,,,
sudiciume,1,,,,,,,,,,,,
sudici*,,,,1,,,,,,,,,
suini,,,,1,,,,,,,,,
suino,,,,1,,,,,,,,,
supponente,1,,,,,,,,,,,,
supponenza,1,,,,,,,,,,,,
tacere,,,1,,,,,,,,,,
taci,,,1,,,,,,,,,,
tacete,,,1,,,,,,,,,,
tanfata,,,,,,,1,,,,,,
tanfo,,,,,,,1,,,,,,
tanghero,1,,,,,,,,,,,,
tangher*,1,,,,,,,,,,,,
tappo,,,,,,,,,,,,1,
tardo,,,,,,,,,,,,,1
tardobarocco,1,,,,,,,,,,,,
teppa,,,,1,,,,,,,,,
teppaglia,,,,1,,,,,,,,,
teppist*,,,,1,,,,,,,,,
terrone,1,,,,,,,,,,,,
terroni,1,,,,,,,,,,,,
terronia,1,,,,,,,,,,,,
terrorismo,1,,,,,,,,,,,,
terron*,,,,,,,,,,1,,,
testicoli,,1,,,,,,,,,,,
testicolo,,1,,,,,,,,,,,
tetta,,,,,,,,,,,1,,
tette,,,,,,,,,,,1,,
tettona,,,,,,,,,,,1,,
tettone,,,,,,,,,,,1,,
tirchio,1,,,,,,,,,,,,
tirchi*,,,,1,,,,,,,,,
tonto,1,,,,,,,,,,,,
tontolone,1,,,,,,,,,,,,
tont*,,,,1,,,,,,,,,
topa,,,,,,,,,,,1,,
topaia,1,,,,,,,,,,,,
traditore,1,,,,,,,,,,,,
traditor*,,,,1,,,,,,,,,
traditric*,,,,1,,,,,,,,,
travestit*,,,,,,,,,1,,,,
travon*,,,,,,,,,1,,,,
trans,,,,,,,,,1,,,,
transessual*,,,,,,,,,1,,,,
travell*,,,,,,,,,1,,,,
troia,,,,,,,,,,,1,,
troie,,,,,,,,,,,1,,
troiat*,,1,,,,,,,,,,,
troion*,,,,,,,,,,,1,,
troiazz*,,,,,,,,,,,1,,
troiacc*,,,,,,,,,,,1,,
troiai*,,1,,,,,,,,,,,
trombar*,,1,,,,,,,,,,,
trombat*,,1,,,,,,,,,,,
truffaldino,1,,,,,,,,,,,,
truffaldin*,,,,1,,,,,,,,,
tuffator*,,,,,,1,,,,,,,
truffare,1,,,,,,,,,,,,
truffatore,1,,,,,,,,,,,,
truffator*,,,,1,,,,,,,,,
truffatric*,,,,1,,,,,,,,,
vostre_madri,,1,,1,,,,,,,,,
vostre_mamme,,1,,1,,,,,,,,,
vostra_madre,,1,,1,,,,,,,,,
vostra_mamma,,1,,1,,,,,,,,,
tua_madre,,1,,1,,,,,,,,,
tua_mamma,,1,,1,,,,,,,,,
tua_sorella,,1,,1,,,,,,,,,
vostre_sorelle,,1,,1,,,,,,,,,
tuo_padre,,1,,1,,,,,,,,,
tuo_babbo,,1,,1,,,,,,,,,
vostri_padri,,1,,1,,,,,,,,,
vostri_babbi,,1,,1,,,,,,,,,
turlupinare,1,,,,,,,,,,,,
turlupinatore,1,,,,,,,,,,,,
uccelli,1,,,,,,,,,,,,
uccello,,1,,,,,,,,,,,
untume,,,,,,,1,,,,,,
untuoso,1,,,,,,,,,,,,
untuos*,,,,,,,1,,,,,,
vacca,,,,,,,,,,,1,,
vacche,,,,,,,,,,,1,,
vaccina,1,,,,,,,,,,,,
vaffanculo,,1,,1,,,,,,,,,
vagin*,,1,,,,,,,,,,,
vaginale,1,,,,,,,,,,,,
vaiass*,,,,,,,,,,,1,,
vajass*,,,,,,,,,,,1,,
verga,,1,,,,,,,,,,,
vergogna,1,,,,,,,,,,,,
vergogn*,,,,1,,,,,,,,,
verme,,,,1,,,,,,,,,
vermi,,,,1,,,,,,,,,
vibrator*,,1,,,,,,,,,,,
vigliaccata,1,,,,,,,,,,,,
vigliaccheria,1,,,,,,,,,,,,
vigliacco,1,,,,,,,,,,,,
vigliacc*,,,,1,,,,,,,,,
vile,,,,1,,,,,,,,,
vili,,,,1,,,,,,,,,
villano,1,,,,,,,,,,,,
villan*,1,,,,,,,,,,,,
viltà ,1,,,,,,,,,,,,
violentatore,1,,,,,,,,,,,,
violentator*,,,,1,,,,,,,,,
violentatric*,,,,1,,,,,,,,,
ti_violent*,,,1,,,,,,,,,,
vi_violent*,,,1,,,,,,,,,,
la_violent*,,,1,,,,,,,,,,
le_violent*,,,1,,,,,,,,,,
lo_violent*,,,1,,,,,,,,,,
li_violent*,,,1,,,,,,,,,,
gli_violent*,,,1,,,,,,,,,,
voltagabbana,,,,1,,,,,,,,,
vomit*,,,,,,,1,,,,,,
vu_cumpra,,,,,,,,,,1,,,
vucumpra,,,,,,,,,,1,,,
water,1,,,,,,,,,,,,
water-closet,1,,,,,,,,,,,,
wc,1,,,,,,,,,,,,
zappaterra,,,,1,,,,,,,,,
zecca,,,,,1,,,,,,,,
zecche,,,,,1,,,,,,,,
zerbini,,,,1,,,,,,,,,
zerbino,,,,1,,,,,,,,,
zimbello,1,,,,,,,,,,,,
zimbell*,,,,1,,,,,,,,,
zingani,,,,,,,,,,1,,,
zingano,,,,,,,,,,1,,,
zingaresco,1,,,,,,,,,,,,
zingari,1,,,,,,,,,,,,
zingaro,1,,,,,,,,,,,,
zingar*,,,,,,,,,,1,,,
zinne,,,,,,,,,,,1,,
zinna,,,,,,,,,,,1,,
zitto,,,1,,,,,,,,,,
zitta,,,1,,,,,,,,,,
zitti,,,1,,,,,,,,,,
zitte,,,1,,,,,,,,,,
zoccol*,,,,,,,,,,,1,,
zoccolon*,,,,,,,,,,,1,,
zoppo,,,,,,,,,,,,,1
zoppi,,,,,,,,,,,,,1
zoppa,,,,,,,,,,,,,1
zoppe,,,,,,,,,,,,,1
zotico,1,,,,,,,,,,,,
zoticone,1,,,,,,,,,,,,
zotic*,,,,1,,,,,,,,,
zulu,,,,,,,,,,1,,,
zulù,,,,,,,,,,1,,,
nei_forni,,,,,,,,,,1,,,
piddin*,,,,,1,,,,,,,,
sinistroidi,,,,,1,,,,,,,,
buonist*,,,,,1,,,,,,,,
nei_gulag,,,,,1,,,,,,,,
grullin*,,,,,1,,,,,,,,
leghista_di,,,,,1,,,,,,,,
leghista_del,,,,,1,,,,,,,,
juventino_di,,,,,,1,,,,,,,
juventino_del,,,,,,1,,,,,,,
juventini_di,,,,,,1,,,,,,,
juventini_del,,,,,,1,,,,,,,
interista_di,,,,,,1,,,,,,,
interista_del,,,,,,1,,,,,,,
interisti_di,,,,,,1,,,,,,,
interisti_del,,,,,,1,,,,,,,
laziale_di,,,,,,1,,,,,,,
laziale_del,,,,,,1,,,,,,,
laziali_di,,,,,,1,,,,,,,
laziali_del,,,,,,1,,,,,,,
romanista_di,,,,,,1,,,,,,,
romanista_del,,,,,,1,,,,,,,
romanisti_di,,,,,,1,,,,,,,
romanisti_del,,,,,,1,,,,,,,
milanista_di,,,,,,1,,,,,,,
milanista_del,,,,,,1,,,,,,,
milanista_di,,,,,,1,,,,,,,
milanista_del,,,,,,1,,,,,,,
